PDB,SET,pK
3veh,Train,4.96
3vf5,Train,9.34
3vf7,Train,9.1
3vfa,Train,9.19
3vfb,Train,9.04
3vfj,Train,7.04
3vfq,Train,5.19
3vh9,Train,6.24
3vha,Train,7.4
3vhc,Train,8.89
3vhd,Train,9.28
3vhk,Train,4.6
3vjc,Train,7.72
3vje,Train,8.01
3vtr,Train,5.57
3vvy,Train,4.84
3vvz,Train,4.58
3vw0,Train,4.67
3vw1,Train,4.67
3vw2,Train,4.75
3vw7,Train,8.1
3vws,Train,3.65
3vx3,Train,7.82
3w07,Train,3.38
3w0l,Train,7.02
3w37,Train,5.18
3w5n,Train,3.87
3w9k,Train,6.32
3w9r,Train,6.18
3wb4,Train,4.44
3wb5,Train,4.57
3wdz,Train,6.92
3wgg,Train,4.4
3wha,Train,9.32
3wig,Train,8.64
3wjw,Train,3.87
3wmb,Train,5.37
3wmc,Train,6.51
3wp0,Train,4.99
3wp1,Train,4.85
3wq5,Train,3.85
3wq6,Train,4.59
3wqm,Train,6.25
3wqv,Train,5.21
3wqw,Train,5.23
3wth,Train,6.29
3wti,Train,5.9
3wtj,Test,6.53
3wtk,Train,6.53
3wtl,Train,7.04
3wtm,Train,7.0
3wtn,Train,7.04
3wto,Train,6.92
3wut,Train,6.49
3wuu,Train,5.14
3wuv,Train,5.17
3wvm,Train,5.71
3wz6,Train,5.96
3wz7,Train,5.74
3wz8,Test,5.82
3wzn,Train,7.0
3wzp,Train,6.82
3wzq,Train,6.23
3x00,Train,9.08
3x1k,Train,3.59
3zbx,Train,8.22
3zc5,Train,7.13
3zcl,Train,8.0
3zcw,Train,6.19
3zdg,Test,7.1
3zdh,Train,7.35
3zdv,Train,5.48
3zev,Train,8.64
3zh8,Train,6.47
3zhf,Train,3.92
3zhx,Train,6.68
3zhz,Train,7.05
3zi0,Train,7.4
3zi8,Train,5.66
3zj6,Train,6.66
3zk6,Train,6.34
3zke,Train,6.8
3zkf,Train,6.02
3zll,Train,6.4
3zln,Train,8.47
3zlr,Train,9.26
3zm9,Train,7.42
3zmm,Train,9.14
3zmv,Train,4.26
3zmz,Train,4.74
3zn0,Train,4.97
3zns,Train,7.41
3zos,Train,8.89
3zpq,Train,7.17
3zpr,Train,6.65
3zps,Train,8.3
3zpt,Train,8.51
3zpu,Train,8.38
3zq9,Train,6.02
3zqe,Train,4.23
3zqi,Train,7.19
3zrc,Train,5.27
3zso,Test,5.12
3zsq,Train,4.96
3zsx,Test,3.28
3zsy,Train,3.23
3zt2,Test,2.84
3zt3,Train,2.86
3zt4,Train,2.8
3ztc,Train,4.56
3ztd,Train,4.02
3zuk,Train,7.46
3zv7,Train,5.92
3zvy,Train,5.1
3zxe,Train,3.35
3zxz,Train,8.4
3zy2,Train,6.46
3zy5,Train,6.64
3zyb,Train,5.38
3zyf,Train,4.85
3zyh,Train,4.29
3zyr,Train,5.34
3zyu,Train,7.0
3zze,Train,8.89
456c,Train,9.77
4a0j,Train,6.0
4a1w,Train,7.3
4a4c,Train,3.61
4a4q,Train,9.4
4a4v,Train,6.54
4a4w,Train,7.72
4a50,Train,7.91
4a51,Train,6.73
4a6b,Train,8.38
4a6c,Train,7.92
4a6l,Train,8.0
4a6s,Train,5.2
4a7i,Train,8.7
4a7j,Train,7.0
4a95,Train,5.76
4aa1,Train,4.12
4aa2,Train,3.97
4ab8,Train,3.87
4ab9,Train,3.33
4aba,Train,3.82
4abb,Train,4.51
4abd,Train,4.4
4abe,Train,3.4
4abf,Train,4.62
4abg,Test,3.57
4abh,Train,4.15
4abi,Train,8.2
4abj,Train,7.47
4abk,Train,5.72
4acc,Train,7.7
4acd,Train,8.31
4acg,Train,9.66
4ach,Train,7.66
4aci,Train,2.22
4acm,Train,6.68
4ad2,Train,6.2
4ad3,Train,4.62
4ad6,Train,4.78
4afg,Train,8.3
4afh,Train,9.54
4ag8,Train,8.96
4agc,Train,10.7
4agd,Train,8.41
4agl,Train,3.65
4agm,Train,3.98
4agn,Test,3.97
4ago,Train,4.81
4agp,Test,4.69
4agq,Test,5.01
4ah9,Train,2.46
4ahr,Train,2.19
4ahs,Train,2.19
4ahu,Train,2.27
4ai5,Train,2.92
4aia,Train,3.66
4aif,Train,4.84
4aj1,Train,3.11
4aj2,Train,2.38
4aj4,Train,3.89
4aje,Train,3.68
4aji,Train,3.55
4ajk,Train,3.11
4ajl,Train,3.8
4ajn,Train,7.16
4ajo,Train,7.03
4al4,Train,6.89
4alx,Train,7.28
4aoc,Train,4.27
4aoi,Train,8.4
4aom,Train,7.07
4ap7,Train,7.96
4aph,Train,5.4
4apo,Train,4.91
4app,Train,7.19
4apr,Train,6.7
4aq4,Train,6.17
4aq6,Train,4.8
4aqh,Train,6.54
4ara,Train,6.05
4arb,Train,5.89
4arw,Train,7.13
4as9,Train,4.79
4asd,Train,9.28
4ase,Train,11.0
4asj,Train,7.55
4att,Train,6.98
4au7,Train,4.76
4auj,Train,7.74
4auy,Train,7.74
4av0,Train,6.98
4av4,Train,7.03
4av5,Train,7.21
4avh,Train,7.23
4avi,Train,7.63
4avj,Train,7.44
4avs,Train,3.49
4aw8,Train,7.66
4ax9,Train,9.57
4axd,Train,4.43
4ayp,Train,6.12
4ayq,Train,7.33
4ayr,Train,7.0
4ayt,Train,3.7
4ayu,Train,4.73
4ayv,Train,9.17
4ayx,Train,3.7
4ayy,Train,8.17
4az2,Train,7.33
4az5,Train,5.99
4az6,Train,9.1
4aza,Train,6.99
4azb,Train,7.24
4azc,Train,5.86
4azf,Train,6.35
4azg,Train,7.1
4azi,Train,7.45
4b05,Train,7.58
4b0b,Train,3.33
4b0c,Train,2.07
4b0j,Train,2.15
4b1j,Train,7.3
4b2d,Train,3.7
4b2i,Train,3.0
4b2l,Train,3.24
4b32,Train,3.34
4b33,Train,3.37
4b34,Train,3.14
4b35,Train,2.89
4b3b,Train,3.6
4b3c,Train,2.68
4b3d,Train,2.68
4b4n,Train,3.44
4b4q,Train,5.75
4b5d,Train,7.89
4b5s,Train,3.49
4b5t,Train,3.33
4b5w,Train,3.33
4b60,Train,5.43
4b6o,Train,7.0
4b6p,Train,7.13
4b6q,Train,7.55
4b6r,Train,5.85
4b6s,Train,6.01
4b73,Train,7.21
4b74,Train,7.66
4b76,Train,4.54
4b7j,Train,7.95
4b7n,Train,8.78
4b7p,Train,9.46
4b7q,Train,9.74
4b7r,Train,9.64
4b8o,Train,8.4
4b8p,Train,6.85
4b8y,Train,8.05
4b9h,Train,5.35
4b9k,Train,6.17
4b9w,Train,4.17
4b9z,Train,4.09
4ba3,Train,5.54
4bah,Train,8.7
4bak,Train,8.91
4bam,Train,8.94
4ban,Train,8.61
4bao,Train,8.37
4baq,Train,9.01
4bb9,Train,6.0
4bbg,Train,8.32
4bbh,Train,7.1
4bc5,Train,4.6
4bch,Train,7.66
4bck,Train,8.4
4bcm,Train,6.91
4bcn,Train,7.92
4bco,Train,6.88
4bcp,Train,6.25
4bcq,Train,6.83
4bcs,Train,6.99
4bds,Train,7.6
4bea,Train,8.3
4bf1,Train,8.62
4bf6,Train,8.35
4bg6,Train,7.16
4bgy,Train,2.96
4bi6,Train,3.95
4bi7,Train,4.58
4bj8,Train,8.29
4bkj,Train,8.72
4bks,Train,3.82
4bkt,Test,3.62
4blb,Train,5.35
4bny,Train,7.1
4bps,Train,2.99
4bqg,Train,6.22
4bqh,Train,5.59
4bqs,Train,4.21
4bqt,Train,5.79
4br3,Train,5.72
4bs0,Train,5.7
4bt3,Train,3.12
4bt4,Train,3.34
4bt5,Train,2.76
4bt9,Train,3.84
4btb,Train,5.01
4btk,Train,6.62
4btm,Train,5.39
4btx,Train,6.54
4bup,Train,4.95
4buq,Train,8.14
4bvb,Train,4.48
4bxk,Train,7.95
4bzs,Train,7.12
4c0r,Train,4.91
4c16,Train,4.96
4c1m,Train,7.8
4c1t,Train,7.15
4c1u,Train,7.09
4c1w,Train,9.41
4c1y,Train,3.6
4c2v,Train,9.0
4c4n,Train,6.1
4c52,Train,5.68
4c5d,Train,5.4
4c6u,Train,4.59
4c6v,Train,4.59
4c6x,Train,3.76
4c6z,Train,3.45
4c70,Train,3.52
4c71,Train,3.42
4c72,Train,5.09
4c73,Train,4.92
4c94,Train,5.05
4c9w,Train,6.11
4c9x,Train,7.32
4ca4,Train,7.18
4ca5,Train,9.39
4ca6,Train,6.74
4ca7,Train,7.36
4ca8,Train,6.68
4cae,Train,7.74
4caf,Train,7.12
4cc2,Train,4.33
4cc3,Train,4.14
4cc5,Train,4.42
4cc7,Train,4.33
4cd0,Train,9.7
4cd1,Train,4.89
4cd4,Train,6.58
4cd5,Train,6.71
4cd6,Train,3.59
4cd8,Train,2.89
4ce1,Train,4.38
4ce2,Train,3.84
4ce3,Train,3.96
4ceb,Train,2.97
4cfl,Train,5.88
4cft,Train,4.95
4cg8,Train,6.96
4cg9,Train,6.21
4cga,Train,6.4
4cgi,Train,3.12
4cgj,Train,2.84
4ch2,Train,5.99
4ch8,Train,5.99
4ci1,Train,6.6
4ci2,Train,6.75
4cig,Test,3.67
4civ,Train,4.95
4ciw,Test,4.82
4cix,Train,4.47
4ciy,Train,4.57
4cj4,Train,3.36
4cjn,Train,4.76
4cjp,Train,3.32
4cjq,Train,3.59
4cjr,Train,3.1
4ck3,Train,3.57
4cki,Train,5.96
4ckj,Train,4.84
4cl6,Train,5.39
4clj,Train,9.15
4cmo,Train,9.07
4cnh,Train,8.4
4cp5,Train,3.34
4cp7,Train,8.11
4cpq,Train,7.74
4cpr,Train,7.46
4cps,Train,8.27
4cpt,Train,7.7
4cpu,Train,7.53
4cpw,Train,7.5
4cpx,Train,7.77
4cpy,Train,6.31
4cpz,Train,7.68
4cq0,Train,5.09
4cr5,Train,4.15
4cr9,Test,4.1
4cra,Test,7.22
4crb,Train,7.57
4crc,Test,8.72
4crd,Train,7.1
4crf,Train,9.3
4crj,Train,5.96
4crl,Train,9.71
4cs9,Train,2.1
4csd,Train,5.91
4css,Train,8.46
4cst,Train,8.89
4csy,Train,3.06
4cu1,Train,4.71
4cu7,Train,7.59
4cu8,Train,4.47
4cwb,Train,6.09
4cwf,Train,4.49
4cwn,Train,5.59
4cwo,Train,5.21
4cwp,Train,6.77
4cwq,Train,7.06
4cwr,Train,8.3
4cws,Train,7.92
4cwt,Train,6.75
4cy1,Train,6.74
4czs,Train,5.0
4d1j,Train,6.31
4d1y,Train,7.13
4d3h,Train,6.43
4d4d,Train,5.96
4d52,Train,3.11
4d62,Train,2.44
4d7b,Train,7.68
4d8z,Train,6.29
4da5,Train,6.44
4daf,Train,7.12
4dai,Train,6.96
4db7,Train,6.56
4dbm,Train,7.62
4dcs,Train,5.1
4dcv,Train,4.59
4ddh,Test,3.3
4ddk,Test,2.29
4ddm,Train,2.46
4dds,Train,5.01
4ddy,Train,5.62
4de0,Train,5.89
4de1,Test,5.96
4de2,Test,4.12
4de3,Test,5.52
4de5,Train,3.15
4de7,Train,4.8
4del,Train,7.68
4der,Train,6.31
4des,Train,5.85
4det,Train,5.68
4deu,Train,5.64
4dew,Train,7.0
4dfb,Train,4.6
4dff,Train,7.46
4dfg,Train,11.74
4dfu,Train,4.6
4dgb,Train,3.89
4dhl,Train,4.48
4dj7,Train,6.3
4djh,Train,9.49
4djo,Train,11.52
4djp,Train,10.55
4djq,Train,10.32
4djr,Train,11.52
4dju,Train,5.44
4djv,Test,6.72
4djw,Train,6.28
4djx,Train,7.23
4djy,Train,8.27
4dk5,Train,8.4
4dko,Train,6.52
4dkp,Train,5.72
4dkq,Train,6.6
4dkr,Train,6.52
4dld,Test,5.82
4dli,Test,5.62
4dlj,Train,5.92
4dma,Train,6.19
4dmw,Train,4.94
4dn0,Train,5.72
4do4,Train,7.29
4do5,Train,5.83
4dow,Train,5.02
4dpt,Train,7.3
4dpu,Train,7.3
4dpy,Train,5.37
4dq2,Train,7.52
4dru,Train,8.62
4ds1,Train,4.75
4dst,Train,2.96
4dsu,Train,2.82
4dsy,Train,4.43
4dt2,Train,4.37
4du8,Train,5.37
4duh,Train,5.18
4dv8,Train,9.24
4dve,Train,9.52
4dx9,Train,5.3
4dxg,Train,7.06
4dy6,Train,4.4
4dzy,Train,5.62
4e0w,Train,7.48
4e0x,Train,7.12
4e1k,Train,6.3
4e28,Train,5.89
4e34,Train,6.01
4e35,Train,4.62
4e3b,Train,6.05
4e3g,Train,4.97
4e3h,Train,7.05
4e49,Train,5.11
4e4l,Train,8.77
4e4n,Train,9.05
4e5i,Train,5.3
4e5j,Train,4.73
4e5w,Test,7.66
4e67,Train,6.48
4e6c,Train,4.82
4e6d,Train,8.92
4e6q,Test,8.36
4e70,Train,5.28
4e7r,Train,7.7
4e81,Train,5.24
4e8y,Train,6.09
4e9c,Train,5.96
4e9d,Train,7.7
4e9u,Train,5.82
4ea1,Train,6.44
4ea2,Test,6.44
4ear,Train,9.82
4eb8,Train,9.82
4ef4,Train,5.35
4ef6,Train,2.92
4efk,Train,2.49
4efs,Train,8.6
4egk,Train,7.72
4ehz,Train,8.0
4ei4,Train,8.74
4ej2,Train,2.49
4ej8,Train,5.39
4ejl,Train,5.14
4ek9,Train,4.42
4eke,Train,4.48
4ekg,Train,8.77
4eki,Train,10.0
4eky,Test,3.52
4el0,Train,4.49
4el5,Train,5.37
4elb,Train,8.3
4elf,Train,8.03
4elg,Train,8.16
4elh,Train,8.09
4emf,Train,7.08
4emr,Train,7.49
4en4,Train,5.52
4eo4,Train,6.35
4eo6,Train,8.7
4eo8,Test,8.15
4eoh,Train,4.3
4eoi,Train,6.05
4eok,Train,5.07
4eol,Train,6.05
4eon,Train,6.05
4eop,Train,6.05
4eor,Test,6.3
4eos,Train,6.05
4eoy,Train,6.49
4ep2,Train,5.35
4epy,Train,3.47
4eqf,Train,6.81
4eqj,Train,5.6
4er1,Train,6.62
4er2,Train,9.3
4er4,Train,6.8
4erf,Train,9.4
4erq,Train,7.12
4ery,Train,7.27
4erz,Train,7.06
4es0,Train,6.99
4esg,Train,5.56
4etz,Train,6.3
4eu0,Train,6.4
4euc,Train,6.1
4euo,Train,5.05
4euv,Train,6.3
4ew2,Train,6.68
4ew3,Train,6.74
4ewh,Train,9.52
4ewn,Train,6.7
4ewr,Train,6.27
4exh,Train,6.15
4exs,Train,4.41
4ezo,Train,6.52
4ezq,Train,5.2
4ezr,Train,5.2
4ezt,Train,5.13
4ezw,Train,6.0
4ezx,Train,5.8
4ezy,Train,5.65
4ezz,Train,5.19
4f08,Train,6.6
4f09,Test,6.7
4f0c,Train,6.27
4f14,Train,4.89
4f1l,Train,5.12
4f1q,Train,4.95
4f1s,Train,8.7
4f20,Train,3.29
4f2w,Test,11.3
4f39,Train,5.7
4f3c,Test,11.82
4f3i,Train,7.44
4f3k,Train,10.16
4f5y,Train,5.43
4f6s,Train,5.49
4f6u,Train,6.15
4f6w,Train,7.52
4f70,Train,5.74
4f7j,Train,5.24
4f7l,Train,8.0
4f7n,Train,7.1
4f7v,Train,5.38
4f8j,Train,5.07
4f9g,Train,5.62
4f9u,Train,6.03
4f9v,Train,6.03
4f9w,Test,6.94
4f9y,Train,6.74
4fab,Train,8.06
4fai,Train,6.99
4fak,Train,4.28
4fbe,Train,6.99
4fbx,Train,7.66
4fcf,Train,8.62
4fcm,Train,3.94
4fcq,Train,7.0
4fcr,Train,9.4
4fe9,Train,3.0
4fem,Train,4.06
4fev,Train,5.42
4few,Train,5.21
4ffs,Train,10.44
4fgt,Train,5.41
4fht,Train,6.17
4fiv,Train,6.52
4fjz,Train,6.29
4fk6,Train,9.7
4fk7,Train,5.24
4fkk,Train,9.3
4fl1,Train,3.28
4fl2,Train,3.66
4fl3,Train,3.82
4flh,Train,9.0
4flp,Train,6.72
4fm7,Train,7.24
4fm8,Train,5.97
4fmn,Train,6.1
4fmq,Train,5.05
4fmu,Train,6.44
4fn5,Train,6.76
4fnn,Train,7.57
4fns,Train,6.7
4fp1,Train,4.57
4fqo,Train,5.16
4fr3,Train,7.15
4frs,Train,8.77
4fs4,Train,6.57
4fse,Train,7.4
4fsl,Train,7.7
4fut,Train,6.51
4fvq,Train,6.0
4fvr,Train,6.0
4fxp,Train,4.09
4fxq,Train,5.77
4fxy,Train,7.54
4fxz,Train,7.03
4fys,Train,4.82
4fz3,Train,3.73
4fzj,Train,3.15
4g0c,Train,7.92
4g0k,Train,5.37
4g0l,Train,5.19
4g0p,Train,3.01
4g0q,Train,2.52
4g0y,Train,2.3
4g0z,Train,2.21
4g2r,Train,4.45
4g3e,Train,8.38
4g3f,Train,8.36
4g3g,Train,8.43
4g4p,Train,6.89
4g5f,Train,3.05
4g68,Train,7.92
4g69,Train,5.98
4g8m,Train,7.89
4g8n,Train,7.2
4g8o,Train,7.66
4g8r,Train,7.66
4g8v,Train,5.8
4g8y,Train,4.59
4g90,Train,4.51
4g95,Train,7.61
4gah,Train,6.1
4gbd,Train,11.32
4gby,Train,3.46
4gbz,Train,3.11
4ge1,Train,6.43
4ge4,Train,8.11
4ge6,Train,7.47
4ge7,Train,8.15
4ge9,Train,8.8
4gfd,Train,9.48
4gfm,Test,7.22
4gfn,Train,8.3
4gfo,Train,6.62
4gg7,Train,8.2
4ggz,Train,10.18
4ghi,Train,7.09
4gid,Test,10.77
4gih,Train,8.32
4gii,Train,8.74
4giu,Train,5.33
4gj2,Train,8.6
4gj3,Train,8.85
4gkh,Train,4.67
4gki,Train,4.46
4gkm,Test,5.17
4glr,Train,9.46
4glw,Train,6.1
4glx,Train,7.8
4gly,Train,5.11
4gmy,Train,7.55
4gne,Train,2.47
4gnf,Train,3.35
4gng,Train,3.54
4gny,Train,4.22
4gpl,Train,5.89
4gq4,Train,7.66
4gq6,Train,7.28
4gql,Train,9.59
4gqp,Train,9.6
4gqq,Train,2.89
4gqr,Train,3.96
4gr0,Test,9.55
4gr3,Train,7.81
4gr8,Train,7.83
4gu6,Train,7.36
4gu9,Train,4.37
4gue,Train,5.24
4gui,Train,3.64
4guj,Train,3.05
4gv8,Train,6.49
4gvc,Train,4.71
4gvd,Train,4.57
4gw1,Train,6.37
4gw5,Train,5.46
4gwi,Train,3.69
4gwk,Train,3.34
4gxl,Train,5.28
4gy5,Train,6.82
4gzp,Train,7.84
4gzt,Train,7.77
4gzw,Train,4.52
4gzx,Train,3.19
4h1e,Train,8.52
4h3f,Train,9.0
4h3g,Train,8.22
4h3i,Train,8.52
4h3j,Train,7.05
4h3q,Train,5.1
4h42,Train,3.47
4h4b,Train,2.7
4h5e,Train,6.07
4h75,Train,6.6
4h7q,Train,5.06
4h81,Train,5.12
4h85,Train,5.15
4ha5,Train,7.24
4hbm,Train,7.92
4hbn,Train,6.1
4hcz,Train,4.44
4hdb,Train,8.05
4hdf,Train,8.49
4hdp,Train,7.51
4heg,Train,8.92
4hev,Train,6.34
4hf4,Train,8.62
4hfp,Train,7.38
4hfz,Train,5.72
4hgc,Train,10.0
4hge,Test,7.92
4hiq,Train,8.21
4his,Train,8.09
4hj2,Train,2.53
4hla,Train,10.8
4hmk,Train,6.1
4hnc,Train,3.17
4hnn,Train,5.7
4hp0,Train,6.12
4hpi,Train,4.85
4hpy,Train,9.92
4hs6,Train,7.52
4hs8,Train,7.92
4hso,Train,4.66
4ht0,Train,8.0
4ht2,Train,6.54
4ht6,Train,6.21
4htp,Train,5.62
4hu1,Train,7.54
4hva,Train,5.89
4hvb,Train,9.95
4hw2,Train,7.26
4hw3,Train,6.49
4hwb,Train,9.24
4hwo,Train,8.54
4hwp,Train,7.76
4hwr,Train,6.74
4hws,Train,9.1
4hxw,Train,8.7
4hxz,Train,6.05
4hy1,Train,8.7
4hy9,Train,7.1
4hyb,Train,6.46
4hym,Train,8.22
4hz5,Train,5.92
4hzm,Train,4.63
4i1r,Train,4.65
4i2z,Train,4.87
4i3z,Train,4.29
4i47,Train,6.92
4i54,Train,6.96
4i5c,Train,8.82
4i67,Train,6.35
4i71,Train,7.74
4i72,Train,9.05
4i73,Train,6.72
4i74,Train,6.72
4i7j,Train,3.32
4i7k,Train,3.04
4i7l,Train,3.99
4i7m,Train,4.14
4i7p,Train,3.5
4i8n,Train,4.46
4i8w,Train,10.9
4i8x,Train,2.64
4i8z,Train,11.05
4i9h,Train,7.17
4i9o,Train,5.72
4i9u,Train,3.86
4iaw,Train,9.63
4iax,Train,9.56
4ib5,Train,6.25
4ibb,Train,3.57
4ibc,Train,2.98
4ibd,Train,3.67
4ibe,Train,4.15
4ibf,Train,4.43
4ibg,Train,3.97
4ibi,Train,4.14
4ibj,Train,4.33
4ibk,Train,4.3
4idn,Train,5.24
4ido,Train,4.93
4ieh,Train,7.85
4ifi,Train,5.48
4igk,Train,4.55
4igq,Train,4.52
4igr,Train,7.2
4igt,Train,7.89
4ih3,Train,4.82
4ih5,Test,4.11
4ih6,Train,4.74
4ih7,Test,5.24
4iho,Train,5.1
4iic,Train,4.85
4iid,Train,5.62
4iie,Train,2.34
4iif,Train,5.18
4ij1,Train,5.4
4ijh,Train,4.33
4ijl,Train,3.87
4ijq,Train,7.52
4ikn,Train,4.85
4in9,Train,4.97
4io2,Train,6.7
4io3,Train,6.06
4io4,Train,4.61
4io5,Train,5.03
4io6,Train,4.82
4io7,Train,3.68
4io8,Train,6.64
4ipi,Train,5.32
4ipj,Train,4.87
4ipn,Train,3.39
4irx,Train,6.12
4ish,Train,8.72
4isi,Train,8.14
4isu,Train,3.68
4itp,Train,7.27
4iue,Train,6.55
4iuo,Train,3.64
4iur,Train,5.58
4iut,Train,5.72
4iuu,Train,5.65
4iuv,Train,5.72
4iva,Train,7.16
4ivb,Test,8.72
4ivc,Test,10.0
4ivd,Test,9.52
4iwz,Train,7.29
4j03,Train,7.59
4j09,Train,4.77
4j21,Test,7.41
4j22,Train,7.74
4j26,Train,5.44
4j28,Test,5.7
4j2c,Train,5.25
4j3l,Test,7.8
4j3u,Train,6.34
4j44,Train,5.73
4j45,Train,5.77
4j46,Train,5.28
4j47,Train,4.92
4j48,Train,5.62
4j4v,Train,6.36
4j73,Train,4.56
4j74,Train,4.59
4j77,Train,5.47
4j78,Train,4.65
4j7d,Train,4.7
4j7e,Train,4.85
4j7i,Train,5.06
4j81,Train,4.5
4j82,Train,4.35
4j84,Train,4.69
4j86,Train,3.77
4j8b,Train,4.79
4j8g,Train,4.19
4j8r,Train,7.7
4j8t,Train,6.77
4j93,Train,4.7
4jal,Train,4.6
4jaz,Train,5.04
4jbl,Train,3.27
4jc1,Train,4.3
4jck,Train,2.37
4jdf,Train,2.19
4je7,Train,6.4
4je8,Train,5.21
4jfd,Train,4.44
4jfe,Train,4.51
4jff,Train,9.22
4jfi,Train,4.74
4jfj,Train,5.68
4jfk,Train,6.44
4jfl,Train,4.98
4jfm,Train,5.48
4jfs,Test,5.27
4jft,Train,5.46
4jfx,Train,6.44
4jfz,Train,7.15
4jg0,Train,6.76
4jg1,Train,6.63
4jh0,Train,9.03
4jhz,Train,6.02
4jia,Test,9.22
4jin,Train,5.64
4jit,Train,6.64
4jiz,Train,5.62
4jjm,Train,7.57
4jjq,Train,5.03
4jk5,Train,7.55
4jk6,Train,7.19
4jkw,Train,4.16
4jls,Train,5.66
4jmg,Train,8.82
4jmh,Train,8.68
4jn2,Train,11.68
4jn4,Train,5.86
4jne,Train,5.86
4jnj,Train,9.07
4joe,Train,3.56
4jof,Train,4.17
4jog,Train,3.72
4joh,Train,3.35
4joj,Train,3.96
4jok,Train,4.07
4jpx,Train,5.15
4jpy,Train,4.43
4jr0,Train,8.2
4jsa,Train,4.96
4jss,Train,3.3
4jsz,Test,2.3
4jv6,Train,6.66
4jv8,Train,5.85
4jvb,Train,7.41
4jwk,Train,8.32
4jx9,Train,8.62
4jxs,Test,4.74
4jxv,Train,4.51
4jxw,Train,4.72
4jyb,Train,6.96
4jyc,Train,6.7
4jym,Train,5.04
4jyt,Train,7.4
4jyu,Train,8.0
4jyv,Train,7.77
4jz1,Train,6.7
4jzb,Train,6.47
4jzi,Train,7.4
4k0o,Train,3.0
4k0u,Train,7.26
4k0y,Train,7.82
4k10,Train,6.92
4k18,Test,8.96
4k19,Train,8.36
4k1b,Train,11.52
4k1e,Train,8.44
4k3h,Train,6.85
4k3m,Train,3.55
4k3n,Train,7.96
4k3o,Train,4.44
4k3p,Train,5.8
4k3q,Train,3.94
4k3r,Train,3.59
4k42,Train,6.55
4k43,Train,6.88
4k4j,Train,6.12
4k55,Train,5.51
4k5l,Train,4.96
4k5m,Train,3.71
4k5n,Train,3.9
4k5o,Train,3.98
4k5p,Train,3.46
4k5y,Train,8.17
4k66,Train,3.26
4k67,Train,3.43
4k6i,Train,6.2
4k6t,Train,4.1
4k6u,Train,4.14
4k6y,Train,4.83
4k6z,Train,8.7
4k75,Train,4.25
4k76,Train,5.35
4k77,Test,6.63
4k78,Train,4.79
4k7i,Train,2.82
4k7n,Train,3.48
4k7o,Train,4.3
4k8a,Train,4.02
4k8o,Train,3.77
4k9y,Train,6.95
4kab,Train,4.03
4kao,Train,6.11
4kax,Train,4.77
4kb9,Train,11.0
4kby,Train,6.73
4kcx,Train,4.43
4keq,Train,3.82
4kfq,Train,8.23
4kif,Train,4.84
4kij,Train,4.3
4kiu,Train,3.85
4kiw,Train,5.12
4kln,Train,7.7
4klv,Train,3.78
4km0,Train,6.04
4km2,Train,5.84
4kmd,Train,5.41
4kmz,Train,8.57
4kn0,Train,7.4
4kn1,Train,6.84
4kn2,Train,7.27
4kne,Train,5.9
4kni,Train,7.78
4knj,Train,7.95
4knm,Train,8.0
4knn,Train,7.78
4knz,Train,5.07
4ko8,Train,7.15
4kod,Train,5.36
4kom,Train,7.0
4kon,Train,6.48
4kot,Train,5.46
4kov,Train,3.75
4kow,Train,4.31
4kox,Train,4.77
4kp0,Train,8.65
4kp4,Train,5.17
4kp5,Train,6.08
4kp8,Train,5.48
4kqp,Train,6.05
4ks1,Train,8.82
4ks2,Train,9.34
4ks3,Train,6.37
4ks4,Train,7.14
4ks5,Train,6.89
4ksp,Train,8.8
4ksy,Train,8.42
4ktu,Train,6.16
4kup,Train,5.22
4kv9,Train,3.84
4kva,Train,3.94
4kvm,Train,5.05
4kwf,Train,4.82
4kwg,Train,6.0
4kwo,Train,6.45
4kww,Train,5.55
4kx8,Train,7.13
4kxb,Train,4.12
4kxl,Train,6.22
4kxm,Train,5.59
4kxn,Train,6.1
4kyh,Train,5.92
4kyk,Train,4.74
4kz3,Train,2.77
4kz4,Train,4.15
4kz6,Test,3.1
4kz7,Train,2.49
4kz8,Train,2.8
4kza,Train,3.7
4kzb,Train,2.89
4kzq,Test,6.1
4kzu,Test,6.5
4l19,Train,6.1
4l1u,Train,5.26
4l2l,Train,5.7
4l3o,Train,6.0
4l4v,Train,5.78
4l4z,Train,5.68
4l50,Train,6.06
4l51,Train,3.0
4l58,Train,4.68
4l6t,Train,7.49
4l9i,Train,4.89
4lar,Train,4.68
4lbl,Train,4.96
4lbo,Train,5.77
4lbp,Train,4.94
4lbu,Train,6.56
4lch,Train,10.62
4leq,Train,6.54
4lg6,Train,6.74
4lhm,Train,3.39
4lhv,Train,10.0
4lj5,Train,6.29
4lj8,Train,5.82
4ljh,Train,4.71
4lk6,Train,5.2
4lk7,Train,5.04
4lkd,Train,5.35
4lke,Train,5.37
4lkf,Train,5.37
4lkg,Train,6.8
4lkj,Train,6.7
4lkk,Train,5.92
4lko,Train,8.22
4lkq,Train,3.35
4lkt,Train,5.9
4ll3,Train,11.57
4llj,Train,3.42
4llk,Train,3.0
4llp,Train,4.8
4llx,Test,2.89
4lm0,Train,3.25
4lm1,Train,3.23
4lm2,Train,3.03
4lm3,Train,2.92
4lm4,Train,3.04
4lmn,Train,10.3
4ln2,Train,3.61
4lno,Train,2.62
4lnp,Train,3.67
4lnw,Train,7.04
4loh,Train,6.96
